ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
83.260254,21.4159,4799.25,106.34,2.411,0.502,-0.212,0.157,-11.64,11.33
83.43475,21.369244,5344.85,116.24,3.238,0.589,-0.288,0.167,48.11,15.5
83.32436,21.316519,4786.99,152.27,2.087,0.582,-0.665,0.235,9.2,11.81
83.236885,21.353174,6387.35,188.88,4.16,0.397,-0.411,0.244,-60.81,21.09
83.57549,21.312296,4969.77,120.97,1.916,0.602,-0.622,0.212,-1.01,13.61
83.89497,21.42706,4333.79,56.41,2.246,0.353,-0.178,0.09,-15.84,8.87
83.59438,21.373291,7295.0,219.41,4.005,0.307,0.173,0.217,27.79,21.08
83.69522,21.480507,4926.18,99.07,3.285,0.452,-0.067,0.135,71.72,11.23
83.75811,21.523941,4248.08,40.73,1.718,0.363,-0.525,0.086,63.19,9.94
83.750595,21.58042,4999.41,111.56,2.219,0.595,-0.389,0.186,56.36,13.14
83.928734,21.505129,6578.27,146.53,4.054,0.369,0.007,0.157,-35.17,19.71
83.7971,21.578842,4878.49,136.83,2.303,0.661,-0.556,0.213,39.8,14.51
83.67811,21.289795,5770.66,118.43,4.217,0.457,-0.022,0.146,-37.32,14.96
83.6286,21.470215,5840.11,106.02,4.018,0.46,0.246,0.112,0.02,14.08
83.80039,21.359238,6757.44,137.25,4.149,0.32,-0.059,0.167,-7.69,25.97
83.885254,21.499422,5077.86,113.15,3.085,0.557,-0.189,0.161,40.92,13.43
83.70036,21.367212,4878.44,105.24,3.006,0.445,-0.103,0.142,16.86,10.5
83.83726,20.722837,6672.62,193.47,4.013,0.369,-0.365,0.252,30.58,27.47
84.2284,20.64566,6095.23,194.53,4.317,0.442,-0.73,0.277,-6.25,24.33
84.132195,20.701265,5194.42,110.72,4.864,0.27,0.091,0.149,36.21,10.26
83.872246,20.782518,7120.87,225.45,4.057,0.314,-0.275,0.295,64.21,34.54
84.27853,20.642857,4802.55,103.35,4.291,0.304,-0.319,0.138,-11.84,11.03
84.03749,20.680355,4960.05,161.19,1.819,0.679,-0.848,0.289,8.49,15.18
84.33404,20.639872,7248.41,182.33,3.614,0.311,0.513,0.155,-29.71,17.02
84.111336,20.642157,6709.55,218.41,4.056,0.36,-0.209,0.256,-26.85,30.86
84.14063,20.82494,6872.06,131.34,4.032,0.279,-0.224,0.161,-4.78,21.06
84.47004,21.27873,5582.62,116.4,4.368,0.417,0.044,0.15,25.88,13.71
84.4923,21.034828,4704.37,91.24,3.223,0.373,-0.083,0.119,-0.2,10.16
84.27967,21.152365,7380.47,249.86,4.142,0.324,-0.096,0.288,-12.92,27.43
84.54221,21.105862,4814.2,115.8,2.406,0.563,-0.407,0.177,-11.94,12.27
84.454185,21.292524,4863.98,108.74,2.687,0.542,-0.377,0.159,27.88,11.33
84.341736,21.10514,4894.7,113.67,2.502,0.627,-0.6,0.175,23.49,13.15
84.47482,21.13139,6687.19,179.41,4.052,0.311,-0.208,0.209,-19.8,21.66
84.548,21.210728,5356.02,117.2,4.668,0.338,-0.017,0.164,14.8,10.96
84.27604,21.202896,4656.4,131.0,2.523,0.496,-0.498,0.182,68.97,10.18
84.23407,21.24904,6804.19,125.2,4.055,0.301,-0.178,0.154,-2.14,23.28
84.4476,20.99882,5053.69,129.28,4.808,0.292,0.002,0.185,-36.9,10.62
84.2541,21.04396,5416.74,136.75,4.556,0.333,-0.465,0.208,65.83,13.29
84.983315,22.25399,4375.19,29.56,2.946,0.215,0.481,0.068,14.48,8.33
84.68987,22.342592,5103.73,89.17,3.103,0.519,-0.238,0.129,-6.28,12.14
84.921616,22.066221,4460.33,43.8,4.697,0.168,-0.231,0.072,11.84,8.17
84.77726,22.196716,7112.56,134.55,4.229,0.265,-0.274,0.172,19.51,25.23
84.74383,22.059427,4497.58,81.34,1.996,0.413,-0.281,0.12,-14.36,9.85
84.65076,22.178692,6607.43,188.61,4.352,0.411,0.041,0.161,-9.63,17.17
84.76862,22.301363,5564.09,102.83,4.561,0.369,0.158,0.132,-23.63,12.05
84.70485,22.285082,6080.25,146.37,4.356,0.408,-0.43,0.201,94.08,19.63
84.95348,22.141005,5729.34,175.36,3.717,0.555,-0.088,0.211,-57.73,15.04
84.473366,22.017685,5830.11,153.43,4.418,0.415,0.309,0.157,-11.04,12.31
84.40559,22.403238,5161.93,115.15,4.963,0.273,0.206,0.158,59.09,9.59
84.48536,22.077694,4363.0,134.5,1.744,0.493,-0.675,0.207,29.31,11.95
84.43689,22.08577,4722.05,76.37,4.674,0.233,0.033,0.108,12.09,8.66
84.64517,22.044756,6016.92,111.09,4.407,0.385,0.021,0.129,-5.81,15.52
84.327324,22.36982,5129.87,166.86,3.667,0.495,-0.509,0.254,21.39,14.5
84.058586,22.756844,5675.41,115.54,4.522,0.402,-0.172,0.159,-41.56,14.02
83.94243,22.8296,6018.18,166.05,4.087,0.52,-0.215,0.196,-1.21,21.18
84.05903,22.796465,4799.22,130.15,2.144,0.518,-0.346,0.195,-23.41,11.44
84.183174,22.895067,5005.63,125.22,3.18,0.546,-0.269,0.175,-21.09,13.42
84.24956,22.957232,6010.92,181.57,3.426,0.56,-0.126,0.207,2.53,20.9
84.33918,22.88477,5307.17,129.1,4.593,0.361,-0.426,0.202,-11.98,14.12
84.226616,22.70386,4797.54,93.06,4.655,0.27,-0.426,0.14,-78.7,9.41
83.92901,22.940666,5563.44,150.83,2.665,0.607,-0.223,0.194,9.44,18.31
84.0022,22.890198,5288.78,152.73,4.876,0.327,-0.531,0.249,44.8,12.23
83.89302,22.741222,5870.6,170.0,4.045,0.452,0.14,0.171,20.04,12.59
84.23931,22.764208,7056.7,142.83,4.144,0.295,-0.202,0.192,-0.91,29.61
84.35996,22.97288,6377.56,119.49,4.169,0.361,-0.231,0.147,13.74,20.6
84.031555,22.84298,4678.42,121.54,1.998,0.539,-0.368,0.186,0.94,12.24
83.93817,22.729544,5192.31,175.27,2.821,0.694,-0.531,0.261,-7.27,14.95
84.39959,22.918978,6584.03,140.14,4.148,0.339,-0.312,0.182,39.13,22.75
84.259,22.874903,6443.33,189.44,4.527,0.309,-0.413,0.252,-27.46,25.83
84.11587,22.400164,5863.58,98.15,4.317,0.425,0.044,0.118,25.77,14.46
84.29736,22.608486,6277.5,181.48,4.103,0.477,-0.015,0.187,-10.76,20.11
84.01039,22.39841,5590.9,125.66,4.657,0.357,0.149,0.153,-5.61,11.86
84.21073,22.556362,5143.94,109.46,2.703,0.545,-0.03,0.158,-22.29,12.19
84.231255,22.630419,5952.18,141.49,4.3,0.424,-0.095,0.166,10.63,15.49
84.12425,22.509232,6299.27,162.7,3.927,0.419,-0.25,0.189,-2.57,18.46
84.335014,22.461243,5124.62,164.57,2.649,0.608,-0.56,0.236,43.32,15.75
84.27214,22.503607,5765.08,152.21,4.653,0.4,0.019,0.188,-28.79,13.33
84.290436,22.431593,5644.22,123.26,3.982,0.461,0.225,0.139,27.3,12.53
83.93229,22.548422,5470.72,120.01,4.609,0.356,0.136,0.155,-11.45,11.36
84.13521,22.582558,4821.77,113.23,2.411,0.56,-0.464,0.172,-45.22,11.61
84.12774,23.282593,5347.85,152.93,3.147,0.533,-0.093,0.184,16.46,16.28
84.1529,22.99376,5569.42,109.64,4.711,0.339,0.194,0.138,13.62,10.8
84.119286,23.197248,4982.78,102.01,4.755,0.28,-0.119,0.149,22.76,9.86
84.08938,22.997055,6205.97,172.13,4.312,0.427,-0.243,0.211,16.28,21.56
84.228714,23.160303,7145.44,156.46,3.961,0.326,-0.01,0.203,32.75,31.84
84.26199,23.23937,6830.37,178.61,4.078,0.298,-0.029,0.189,-8.57,21.54
84.00902,23.101072,4685.39,90.83,2.257,0.52,-0.528,0.139,-39.8,11.91
83.99814,23.054283,4514.44,95.25,2.123,0.439,-0.391,0.143,32.35,10.94
84.20155,23.042034,7003.69,142.94,3.665,0.296,0.524,0.121,5.15,16.2
84.09197,23.180933,5184.43,110.78,4.295,0.378,-0.044,0.157,-3.55,12.77
84.35373,23.027348,3996.37,39.94,4.598,0.163,-0.129,0.114,23.92,8.43
84.17416,23.043436,5063.58,157.66,3.381,0.49,-0.436,0.222,44.94,15.91
84.21901,23.235474,6476.81,119.87,4.3,0.341,-0.117,0.141,14.4,19.2
84.33593,23.117373,5642.25,171.5,4.193,0.509,-0.533,0.246,37.23,17.23
84.88243,23.01651,5856.04,116.2,4.471,0.412,-0.044,0.145,-26.94,14.59
84.918816,23.052553,5477.48,103.33,4.195,0.389,0.357,0.12,8.76,11.05
84.709404,23.155125,5943.15,134.82,4.396,0.425,-0.023,0.159,-21.4,14.97
84.66273,23.20053,4209.5,57.3,4.674,0.191,-0.207,0.111,-13.87,9.23
84.304794,22.670633,5806.04,180.63,4.553,0.383,-0.169,0.228,-13.31,15.25
84.645966,22.828209,6122.91,164.08,3.812,0.482,-0.031,0.176,-42.15,17.89
84.508385,22.836021,5123.53,136.83,2.639,0.637,-0.274,0.209,37.02,14.07
84.31204,22.73819,6419.87,108.6,4.113,0.355,-0.65,0.169,42.1,26.69
84.47448,22.87641,5955.59,200.91,3.441,0.761,-0.599,0.326,86.96,46.61
84.58517,22.808228,4714.61,87.91,4.587,0.266,-0.543,0.133,1.26,9.84
84.375626,22.6905,6446.02,164.31,4.151,0.379,-0.276,0.204,-82.54,22.81
84.452194,22.818714,4017.86,39.65,4.363,0.183,-0.418,0.123,17.42,8.17
84.42208,22.853626,4969.48,109.09,4.746,0.277,0.046,0.152,-2.95,9.56
84.66689,22.879124,4877.44,113.36,4.464,0.316,-0.357,0.157,20.11,10.35
84.55512,22.705645,6060.3,190.48,4.187,0.439,-0.276,0.225,13.77,17.59
84.425095,22.639706,5065.41,182.09,2.459,0.685,-0.493,0.288,48.52,13.24
84.671745,22.707218,5557.64,93.9,4.229,0.411,0.067,0.122,10.52,12.62
84.689545,22.661972,6151.68,152.52,3.94,0.39,-0.512,0.185,41.25,18.33
84.63048,22.862682,4958.7,95.56,4.689,0.25,0.41,0.122,55.56,8.31
84.69399,22.602001,7743.12,228.54,4.17,0.383,-0.114,0.261,19.01,36.83
84.35749,22.62241,5704.03,116.7,4.26,0.458,-0.287,0.162,-69.52,16.27
84.57465,22.604641,5168.03,82.59,2.53,0.471,0.216,0.118,47.6,11.9
84.790665,22.500727,6936.34,166.35,4.042,0.322,-0.022,0.21,24.75,30.48
84.39136,22.517199,4998.98,71.26,4.678,0.262,0.189,0.101,30.04,9.33
84.44903,22.6258,7982.49,347.21,3.927,0.421,0.199,0.308,28.06,27.53
84.45422,22.489822,5100.38,202.06,2.061,0.675,-0.7,0.327,-18.34,17.51
84.67295,22.398045,5959.83,142.44,4.276,0.436,-0.597,0.212,17.81,23.04
84.56503,22.438622,5255.07,105.84,2.87,0.557,0.014,0.147,-26.01,13.6
84.4577,22.454653,5069.18,110.54,2.443,0.563,-0.234,0.166,-17.37,12.66
84.75507,22.439203,4223.62,39.22,4.679,0.172,-0.334,0.084,-21.54,8.9
84.82505,22.40698,5778.59,147.52,3.745,0.559,-0.201,0.188,44.39,16.57
84.731804,22.633108,5441.33,96.67,4.442,0.341,0.419,0.114,-32.38,10.25
84.89445,22.438107,4882.18,123.29,2.373,0.609,-0.502,0.191,37.11,12.6
84.61532,22.924751,4835.08,62.44,2.757,0.411,-0.009,0.091,-3.99,9.77
84.60017,23.185955,6479.98,132.35,3.911,0.387,-0.277,0.159,-8.4,20.76
84.73073,22.90163,5718.77,184.45,4.335,0.464,-0.094,0.23,7.39,14.47
84.402855,23.267954,5187.13,93.35,3.091,0.486,0.004,0.127,36.66,10.76
84.58047,23.132843,7794.25,262.14,4.177,0.406,-0.096,0.292,33.01,28.39
84.672905,22.985825,8226.88,303.17,4.285,0.422,0.079,0.39,23.53,29.21
84.40263,22.982767,4954.13,193.75,2.371,0.673,-0.694,0.291,53.64,14.73
84.5152,22.952398,6926.73,187.93,4.195,0.274,-0.309,0.24,23.22,29.76
84.49917,23.17185,5329.76,99.62,2.631,0.542,-0.055,0.156,27.97,13.08
84.63364,22.967728,5632.94,103.99,4.259,0.41,0.166,0.123,-13.08,12.86
84.43609,23.057976,4940.15,106.23,2.307,0.583,-0.385,0.173,-45.88,12.75
84.617546,23.316235,4529.05,54.37,1.93,0.329,-0.237,0.085,-48.4,8.61
84.12357,22.338394,5115.7,129.14,2.938,0.516,0.057,0.177,-29.94,9.98
84.2401,22.161934,5203.82,136.72,2.874,0.573,-0.291,0.192,23.2,12.7
84.1997,22.109766,4612.91,69.14,4.774,0.203,-0.016,0.097,-29.03,8.32
84.23586,22.362724,4829.33,89.87,2.681,0.426,0.04,0.125,-10.21,9.81
84.14821,22.072771,5615.92,110.56,3.807,0.496,0.001,0.136,61.45,13.67
84.16268,21.9901,6453.71,148.02,4.281,0.348,-0.408,0.197,-12.05,24.21
83.97792,22.335217,6214.47,160.53,3.92,0.488,0.092,0.161,53.5,14.86
84.1441,22.230501,6459.31,142.39,4.003,0.392,0.059,0.143,7.02,17.44
84.085045,22.23755,5957.76,141.49,4.467,0.399,-0.566,0.209,-25.12,18.85
84.2119,22.26149,6721.35,204.8,4.445,0.248,-0.646,0.284,-16.82,26.51
84.21078,22.030134,6978.04,186.15,4.225,0.261,-0.323,0.226,43.49,21.76
85.387825,22.411808,6321.24,155.73,4.199,0.36,-0.194,0.174,24.35,11.41
85.25869,22.530556,5575.11,114.06,4.237,0.433,-0.235,0.16,-15.6,13.09
85.313576,22.924742,5843.33,152.38,4.721,0.397,0.046,0.186,-5.98,14.17
85.14604,22.957481,5678.12,120.7,4.637,0.36,0.149,0.148,67.72,11.26
85.03257,22.846066,6459.2,162.79,4.337,0.337,-0.144,0.175,-1.61,17.75
85.01906,22.886833,4236.16,46.07,4.558,0.186,-0.26,0.095,19.8,8.6
85.131065,22.90262,5649.82,142.66,4.376,0.416,-0.288,0.194,-7.38,12.32
85.05932,22.934967,4724.86,91.48,4.723,0.235,-0.111,0.131,-7.92,8.23
84.991974,22.981441,6305.65,182.28,4.26,0.462,-0.034,0.196,-52.77,17.96
85.41383,23.006334,5501.54,89.84,4.584,0.357,0.072,0.122,-31.91,11.63
85.19127,23.06723,5820.01,135.92,4.294,0.448,0.015,0.162,-55.91,13.34
85.47629,23.018509,6022.73,108.42,4.338,0.435,-0.014,0.128,17.33,17.3
85.10077,23.12789,6429.19,114.57,4.175,0.364,0.025,0.121,5.27,18.5
85.13154,23.172663,5501.79,169.32,4.4,0.377,-0.286,0.24,-37.74,16.05
85.49278,22.977957,6190.15,126.94,4.168,0.443,-0.052,0.142,17.57,19.43
85.54303,23.073784,5237.49,110.07,4.753,0.319,-0.012,0.155,-16.1,10.34
85.29989,23.05082,6172.63,109.74,4.376,0.397,-0.263,0.145,16.47,21.16
85.27518,22.976662,6221.29,124.44,4.167,0.426,-0.054,0.142,49.81,17.9
85.15147,23.170612,3872.36,20.74,4.611,0.134,-0.574,0.105,-13.17,10.64
85.38459,23.215185,6274.88,120.39,4.44,0.348,0.018,0.133,-4.94,18.08
85.413246,23.099426,6055.65,135.45,4.249,0.449,-0.069,0.152,-16.44,18.27
85.2714,23.2323,5269.23,117.72,4.373,0.392,-0.336,0.176,-71.25,12.38
85.11222,23.06989,5139.13,102.43,4.78,0.29,0.209,0.14,17.38,10.48
85.38752,23.048042,4157.38,37.17,4.739,0.175,-0.199,0.086,-52.09,8.81
85.41513,23.128393,5858.28,125.94,4.578,0.405,0.008,0.155,-27.5,14.97
85.893036,22.924873,5492.72,111.2,3.761,0.499,0.144,0.137,86.61,13.9
85.80367,22.819443,7484.4,130.5,3.957,0.335,-0.127,0.168,-11.05,34.93
85.522766,22.437716,4784.18,126.25,2.667,0.516,-0.396,0.176,-6.72,11.23
85.65174,22.947819,5422.35,139.66,3.598,0.518,-0.289,0.189,43.53,18.87
86.072296,22.974646,6141.16,98.82,4.231,0.412,-0.351,0.136,2.05,21.97
85.84013,22.90625,6287.49,110.17,4.144,0.388,-0.33,0.149,17.44,23.68
85.43055,22.392008,6080.8,114.51,4.274,0.436,-0.109,0.14,-31.5,18.81
85.680595,22.93499,6109.71,150.61,4.191,0.451,-0.097,0.177,-4.47,21.31
85.570946,22.86869,4811.12,89.91,4.623,0.297,-0.503,0.138,53.26,12.44
86.02717,22.867138,4801.4,83.18,2.533,0.484,-0.188,0.125,-49.61,11.69
85.971634,22.820362,5487.46,100.67,4.473,0.4,-0.247,0.149,-24.05,14.53
85.9502,22.97877,4501.69,51.39,1.928,0.364,-0.302,0.084,40.58,10.02
86.06443,22.934708,5538.65,134.46,4.426,0.435,-0.319,0.198,-2.65,15.65
85.62412,22.09909,5067.96,102.81,2.517,0.548,-0.143,0.159,7.84,13.22
85.8222,22.29946,4673.8,110.35,1.829,0.541,-0.673,0.18,29.7,14.31
85.51734,22.243755,5284.46,106.02,3.444,0.556,-0.135,0.147,33.03,18.25
85.6563,22.14054,4819.01,103.08,2.886,0.512,-0.302,0.146,-20.83,12.62
85.833534,22.092443,4992.97,102.06,3.118,0.5,-0.025,0.141,-33.43,11.95
85.87004,22.185038,5587.07,109.52,4.449,0.37,0.328,0.124,5.46,12.69
85.925735,22.13886,6728.24,121.83,4.055,0.336,-0.129,0.15,-9.8,24.56
85.530556,22.120846,6609.13,151.76,4.128,0.357,-0.017,0.166,21.83,23.47
85.689896,22.067423,4722.17,101.67,2.273,0.544,-0.482,0.154,-57.14,13.32
85.736916,22.2537,7056.69,129.75,4.107,0.303,-0.26,0.184,62.93,31.95
85.77651,22.080898,6413.72,170.59,3.844,0.428,-0.155,0.203,16.7,26.19
85.592125,22.30829,6491.57,165.22,3.931,0.443,-0.449,0.223,-19.85,26.76
85.82136,22.239628,6169.43,232.41,3.648,0.626,-0.641,0.38,33.75,45.76
86.101685,22.415024,4559.21,61.57,2.245,0.369,-0.037,0.089,-1.71,9.93
86.03084,22.401632,5753.95,133.07,4.145,0.487,-0.331,0.182,-37.72,16.45
85.74608,22.371052,6076.72,233.01,4.054,0.515,-0.686,0.376,-84.53,39.32
85.6741,22.451681,4458.89,54.36,4.681,0.18,-0.277,0.088,5.26,9.26
86.11342,22.335463,5075.33,163.14,2.722,0.64,-0.435,0.238,10.64,13.57
85.81043,22.343782,5171.07,97.75,4.678,0.308,0.059,0.138,-21.27,10.63
85.85731,22.374525,6504.46,120.11,4.051,0.456,-0.171,0.167,3.07,40.04
85.99613,22.330248,4663.7,97.89,1.964,0.538,-0.692,0.152,15.65,14.26
85.59534,22.393911,5319.96,105.69,4.56,0.355,0.002,0.148,-40.95,11.29
85.88476,22.405533,4917.18,107.87,2.548,0.548,-0.224,0.164,7.45,12.83
85.70714,22.383812,4023.34,28.21,4.346,0.172,0.097,0.084,13.27,8.27
85.946556,22.488037,6989.65,125.26,3.885,0.326,-0.059,0.171,22.57,30.69
85.55983,22.472551,6240.69,153.43,4.092,0.442,0.074,0.158,-15.42,21.63
86.00378,22.53308,5819.88,105.94,4.41,0.416,0.195,0.121,-39.79,13.84
85.809746,22.443222,6421.38,130.25,4.026,0.387,-0.314,0.173,-27.51,26.24
85.06979,22.27401,4348.0,59.91,1.335,0.353,-1.083,0.121,-6.11,15.92
85.30483,22.128832,6668.72,110.78,4.121,0.337,-0.123,0.145,19.72,27.68
85.41823,22.10735,5653.18,96.07,4.707,0.356,0.265,0.113,0.84,11.71
85.10447,22.207075,5290.4,172.15,4.382,0.484,0.124,0.226,30.28,24.9
85.1864,22.123503,5340.0,125.47,3.096,0.542,-0.119,0.168,24.73,11.85
85.03089,22.267393,4439.86,67.04,4.633,0.193,-0.319,0.114,15.6,8.98
85.32881,22.225014,4965.54,136.16,2.928,0.494,-0.324,0.189,60.48,11.37
85.24155,22.122622,6418.51,125.63,4.342,0.358,0.064,0.131,14.97,19.52
85.144966,22.10993,6582.71,108.57,3.997,0.364,-0.142,0.132,43.11,22.19
85.513985,22.08001,4882.7,120.58,3.061,0.532,-0.33,0.166,27.71,12.83
85.23974,22.24145,4933.2,87.58,2.363,0.542,-0.331,0.144,-6.17,11.54
85.33838,22.256828,5000.99,113.51,2.991,0.555,-0.479,0.165,-9.22,11.18
84.98024,22.556887,5645.31,105.1,4.585,0.383,0.072,0.136,-22.04,13.31
85.19525,22.605343,5060.98,72.9,4.361,0.339,-0.258,0.113,-17.86,11.91
85.12928,22.643904,5201.98,94.88,4.672,0.297,0.27,0.126,-26.59,9.71
85.29101,22.670095,5585.29,88.96,3.788,0.453,0.297,0.102,-12.92,12.63
85.35514,22.714823,6168.01,134.34,4.222,0.425,-0.078,0.151,4.68,19.11
84.98858,22.729391,5069.83,114.8,2.594,0.566,-0.125,0.178,3.16,13.33
84.93076,22.588593,5577.87,114.52,4.589,0.362,0.296,0.136,-13.99,11.38
85.03068,22.542944,5920.57,129.02,4.277,0.45,-0.569,0.192,54.78,20.36
85.21129,22.65204,5283.26,86.08,4.5,0.341,0.08,0.122,-2.53,12.05
84.85711,22.537863,7639.51,165.15,3.95,0.35,-0.098,0.188,2.75,30.6
85.29445,22.597546,6378.84,124.32,4.254,0.372,-0.156,0.152,-20.96,23.02
84.80892,22.675209,6002.48,149.1,4.469,0.418,-0.062,0.177,16.92,19.87
85.06408,22.587555,6279.65,115.03,4.137,0.408,-0.184,0.141,35.37,19.95
84.99404,22.582417,4158.42,48.64,4.224,0.212,-0.092,0.119,18.1,8.77
85.248184,22.61869,4916.34,111.13,4.45,0.321,-0.272,0.162,-94.2,11.04
85.059235,22.729263,5625.18,126.77,4.436,0.42,-0.061,0.166,-19.24,13.82
85.01695,22.629293,4780.26,80.48,4.578,0.261,-0.136,0.117,-58.09,9.63
85.347694,22.527752,5461.27,160.05,4.151,0.452,0.135,0.194,-29.95,12.24
85.27286,22.48981,6629.93,108.69,4.162,0.334,-0.372,0.156,34.86,28.9
84.94573,22.43899,5907.41,145.99,4.235,0.449,-0.122,0.177,11.79,18.52
85.06271,22.328844,4746.08,91.21,4.749,0.257,-0.242,0.136,43.84,10.45
85.142555,22.530281,5789.37,134.06,4.521,0.411,-0.22,0.178,-14.86,16.54
85.28628,22.390884,4767.07,70.26,2.334,0.508,-0.331,0.113,16.04,12.23
85.126144,22.410412,6453.15,112.47,4.207,0.357,-0.19,0.141,16.04,22.98
85.161316,22.41088,3946.57,25.04,4.456,0.158,-0.113,0.074,-68.63,8.45
85.398766,22.805983,4837.51,117.28,4.893,0.256,-0.282,0.184,54.92,10.0
85.53863,22.913225,5410.0,82.63,4.49,0.341,0.245,0.108,-19.48,11.0
84.91045,22.308222,5237.98,75.45,3.898,0.384,0.384,0.093,-1.31,11.25
85.01052,22.49458,5993.79,122.79,4.441,0.412,-0.001,0.144,-2.34,15.53
85.27743,22.334934,4830.99,91.47,3.955,0.364,-0.357,0.127,33.69,12.76
85.193535,22.554422,5820.45,162.65,4.496,0.425,-0.061,0.198,-10.56,14.15
85.24563,22.3155,4768.45,99.24,2.202,0.568,-0.564,0.158,-10.53,13.05
85.44463,22.945908,5711.37,118.56,4.738,0.358,0.231,0.141,21.44,12.46
85.07755,22.407564,7054.79,160.3,4.241,0.261,-0.247,0.197,17.01,22.2
85.290924,22.79244,5344.93,120.48,4.615,0.341,0.081,0.162,-18.65,10.7
85.180824,22.344429,5990.87,106.59,4.28,0.43,-0.273,0.142,15.77,18.78
85.16595,22.484634,4499.66,56.6,2.917,0.294,0.079,0.079,-28.18,8.63
85.845566,23.067913,6193.69,142.27,4.353,0.41,-0.075,0.164,10.83,19.01
85.84949,23.231155,5301.45,157.29,4.479,0.38,0.0,0.214,-36.35,11.26
85.892365,23.047052,5777.35,116.17,4.203,0.458,0.051,0.138,4.09,15.02
85.57952,23.121508,6333.16,108.1,4.095,0.391,-0.148,0.131,1.3,21.26
85.89352,23.124905,5298.54,115.79,4.833,0.307,0.156,0.157,-24.52,10.35
85.700516,23.219404,7825.72,168.37,3.652,0.391,0.232,0.166,11.39,26.2
85.59756,23.034184,4152.1,32.16,4.638,0.165,0.006,0.085,-16.87,8.55
86.01636,23.08415,6213.23,100.09,4.1,0.433,-0.034,0.114,-8.91,20.79
85.903984,22.814745,6506.81,118.83,4.144,0.351,-0.183,0.15,18.5,23.84
86.03095,22.811417,4987.38,112.19,2.485,0.627,-0.438,0.176,-16.59,13.88
86.157555,22.786633,5183.34,89.14,2.956,0.477,-0.032,0.117,0.34,13.07
86.12952,22.623947,4742.72,81.36,2.391,0.454,-0.138,0.123,42.97,11.13
86.09493,22.707563,5106.7,139.47,2.554,0.636,-0.334,0.22,-32.71,13.65
86.02098,22.651255,4573.99,66.64,1.946,0.37,-0.199,0.102,4.02,10.12
86.09808,22.550352,4701.25,82.42,2.024,0.442,-0.258,0.132,8.39,11.39
86.139336,22.460758,5114.38,105.46,2.576,0.535,-0.153,0.147,21.28,12.91
86.17296,22.72158,6989.92,127.49,4.076,0.289,0.044,0.152,1.55,23.97
85.91746,22.746,5354.41,124.1,2.381,0.542,0.206,0.146,12.95,13.93
86.066444,22.75741,7406.32,139.55,3.85,0.298,0.45,0.125,23.85,18.77
85.8363,21.32499,5013.98,141.33,3.058,0.581,-0.415,0.192,23.57,12.74
85.78331,21.22699,6535.1,111.57,4.14,0.336,-0.43,0.154,78.32,21.76
85.62705,21.22992,4813.17,139.99,2.757,0.545,-0.52,0.2,33.57,12.28
85.65065,21.378073,4868.32,102.94,2.988,0.481,-0.517,0.151,50.89,11.69
85.61689,21.290295,4791.75,53.4,4.713,0.223,0.073,0.079,-16.35,8.29
85.38201,21.339697,6040.7,130.41,4.203,0.436,0.108,0.138,14.6,14.99
85.55197,21.354927,4776.91,94.62,2.751,0.418,-0.221,0.124,22.67,10.57
85.51018,21.414165,5259.64,158.15,4.351,0.48,0.065,0.217,12.78,23.27
85.788155,21.167013,6018.53,181.68,3.721,0.542,-0.207,0.215,-9.59,18.43
85.596794,21.37867,5475.35,119.1,2.711,0.622,-0.318,0.184,-4.25,16.78
85.58132,21.251604,4819.44,92.31,2.692,0.455,-0.277,0.128,-51.06,10.1
85.79813,21.278278,6201.95,168.81,4.268,0.361,-0.493,0.213,-4.98,20.85
85.73414,21.203745,5087.89,169.0,2.367,0.641,-0.557,0.256,1.66,12.65
85.75817,21.32055,4845.39,125.81,2.497,0.56,-0.606,0.188,31.71,11.08
85.18292,21.656832,5652.98,140.82,4.746,0.355,0.064,0.178,24.91,11.62
84.98497,21.68416,4461.5,56.05,1.982,0.342,-0.117,0.09,-34.99,8.71
85.0915,21.620266,5561.07,148.09,4.246,0.456,-0.394,0.208,49.4,12.95
85.08126,21.570206,4446.26,40.48,4.666,0.161,0.1,0.081,28.13,8.34
85.22131,21.503607,6984.3,181.87,4.118,0.304,-0.025,0.192,27.32,22.67
85.32188,21.517487,5468.69,81.28,2.326,0.564,-0.308,0.142,18.63,16.5
84.99879,21.618338,4614.22,88.48,4.71,0.212,0.112,0.119,47.56,8.33
85.02412,21.613321,4893.01,92.52,4.44,0.242,0.012,0.134,35.57,8.25
85.07319,21.492506,5125.23,106.89,2.503,0.619,-0.41,0.177,-16.52,13.74
85.34639,21.421331,6226.95,108.39,4.203,0.376,-0.667,0.169,-10.57,25.11
85.31636,21.569782,6073.5,155.06,4.413,0.423,-0.02,0.177,38.95,15.96
84.99818,21.577559,4853.76,83.99,4.68,0.269,-0.325,0.132,15.14,10.05
85.26404,21.551346,4844.72,89.53,2.854,0.429,-0.148,0.125,-32.91,8.66
85.27061,21.504904,6056.05,146.94,4.157,0.456,-0.044,0.164,-24.47,16.04
84.94982,21.95259,4941.16,87.01,3.231,0.383,0.071,0.117,-39.83,8.56
85.0519,21.833082,4760.36,84.74,2.576,0.45,-0.156,0.123,20.08,10.08
85.08562,22.048096,5327.83,93.42,3.149,0.5,-0.187,0.131,33.6,10.09
84.921814,21.841232,6056.42,144.17,4.155,0.409,-1.107,0.261,167.06,26.26
