ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
84.79306,21.991096,3871.25,25.68,4.629,0.135,-0.419,0.11,42.73,8.23
84.97473,21.881018,5641.64,94.1,4.439,0.393,-0.158,0.131,-18.59,12.89
85.09466,21.920166,4761.37,75.99,3.126,0.302,0.348,0.093,7.6,8.39
84.833885,21.9521,5003.36,106.95,3.499,0.4,-0.033,0.144,28.86,9.34
84.97374,21.825499,5992.42,106.98,4.4,0.404,0.157,0.116,26.51,13.83
84.97666,22.01344,5114.21,105.29,3.346,0.485,-0.038,0.143,23.59,10.93
85.05054,22.029608,6493.62,141.72,4.092,0.382,0.118,0.138,6.75,17.57
84.97865,21.766731,4845.56,95.51,2.259,0.522,-0.403,0.155,32.66,10.96
84.85721,21.892086,4706.61,86.68,2.602,0.441,-0.276,0.125,-4.59,9.62
85.37132,21.388622,6546.08,113.13,4.259,0.337,-0.052,0.13,-2.1,21.87
85.22978,21.232862,6397.18,114.88,4.212,0.341,-0.283,0.145,-8.92,18.82
85.02715,21.226898,6112.41,147.78,4.044,0.451,-0.026,0.153,-18.55,18.68
85.16995,21.407738,6538.01,116.07,4.242,0.315,-0.077,0.133,3.69,19.6
84.94265,21.434654,7093.63,140.31,4.224,0.253,-0.528,0.2,51.66,26.94
85.00017,21.363417,5152.55,119.45,2.358,0.665,-0.617,0.206,23.86,15.16
85.055046,21.42707,6446.09,129.51,4.284,0.341,-0.021,0.137,2.92,17.23
85.130196,21.411615,5472.14,127.86,4.393,0.398,0.085,0.165,27.0,11.97
85.389854,21.291147,5894.59,94.88,4.228,0.43,0.201,0.104,-3.52,14.05
85.33236,21.16471,5828.67,95.66,4.049,0.457,0.098,0.111,31.17,13.95
85.16089,21.223047,4771.23,120.35,2.801,0.473,-0.401,0.17,26.93,11.69
85.00231,21.422468,4749.48,86.12,2.671,0.404,0.065,0.118,-11.87,9.29
85.063774,21.224796,4038.76,27.86,4.511,0.171,-0.133,0.076,9.79,8.74
85.31146,21.23397,5733.76,149.47,4.057,0.406,-0.126,0.185,35.2,15.12
85.15525,21.425884,6839.68,165.19,4.07,0.315,-0.094,0.191,10.9,21.82
85.0842,21.364174,5930.35,104.41,3.888,0.487,-0.028,0.122,-4.78,15.76
85.69148,21.852903,6226.52,129.85,4.279,0.403,-0.18,0.157,-23.72,18.75
85.60678,21.735914,5778.26,133.98,4.301,0.447,-0.064,0.16,11.27,14.17
85.55061,21.797615,4966.05,120.07,2.677,0.525,-0.365,0.172,31.42,10.93
85.75669,21.935434,4395.84,57.86,2.002,0.369,-0.275,0.087,2.66,9.61
85.73606,22.04445,4943.63,99.5,3.064,0.501,-0.18,0.14,-12.76,11.88
85.62516,21.841162,5394.99,83.05,4.754,0.307,0.132,0.115,18.49,10.47
85.718666,21.73255,5640.12,99.76,3.952,0.495,-0.327,0.141,7.92,15.83
85.551384,21.691797,4861.15,105.17,2.473,0.555,-0.408,0.162,-34.17,11.21
85.574356,21.959871,4852.29,88.1,2.363,0.546,-0.428,0.142,18.65,11.67
85.58943,22.052977,5146.1,97.49,4.628,0.3,0.093,0.135,-4.4,9.67
85.79188,21.983257,5822.33,136.45,4.488,0.419,-0.135,0.175,-63.45,15.36
85.575714,21.741196,5050.55,98.95,2.664,0.493,-0.108,0.14,36.94,9.95
85.809326,21.87261,5214.29,149.77,4.239,0.395,-0.081,0.206,77.77,11.11
85.61964,21.603157,4806.24,78.62,2.89,0.44,-0.181,0.123,23.29,11.35
85.678345,21.597694,5748.75,224.36,3.789,0.591,-0.4,0.303,18.82,28.49
85.83686,21.630108,6088.45,216.97,3.635,0.602,-0.157,0.247,51.04,26.9
85.567024,21.456406,6394.37,104.47,4.189,0.355,-0.221,0.131,-2.83,20.88
85.50268,21.494701,4972.52,95.17,2.509,0.553,-0.245,0.15,32.7,12.63
85.478745,21.42875,6102.15,124.03,4.166,0.442,-0.329,0.164,-15.41,20.26
85.90416,21.551891,5685.29,118.71,3.538,0.6,-0.417,0.171,21.63,22.44
85.61395,21.488605,7618.49,117.77,3.825,0.337,-0.039,0.134,-12.24,25.95
85.76295,21.45568,4640.19,74.09,2.135,0.436,-0.275,0.113,13.04,10.68
85.40261,21.521572,6235.54,128.4,4.385,0.382,-0.097,0.148,0.65,17.67
85.66434,21.653837,6093.58,128.49,3.873,0.497,-0.209,0.158,-1.26,20.88
85.40456,21.615854,4519.97,70.64,2.329,0.389,-0.187,0.105,30.92,9.75
85.83734,21.474627,5053.73,127.75,2.772,0.645,-0.463,0.193,24.35,14.1
85.66312,21.427887,4384.49,37.72,4.602,0.165,-0.022,0.084,23.59,8.62
85.22915,21.875998,6241.75,170.01,4.004,0.45,-0.05,0.181,8.55,19.02
85.50163,21.961023,5664.19,157.21,4.564,0.395,0.102,0.192,-24.58,12.09
85.15542,21.813568,6420.56,113.09,4.16,0.367,-0.157,0.136,47.16,19.12
85.42334,21.833641,5879.93,153.59,4.391,0.434,-0.428,0.214,14.68,18.36
85.27666,21.739073,6359.62,113.04,4.194,0.382,-0.252,0.145,-52.18,20.68
85.34958,21.749998,4991.23,113.37,2.386,0.621,-0.449,0.183,-13.12,13.77
85.51036,21.728176,7204.91,247.21,4.114,0.334,-0.108,0.249,21.33,30.2
85.43492,21.778181,4918.64,108.33,3.525,0.394,-0.17,0.15,4.3,10.1
85.17437,21.987677,6303.4,126.56,4.408,0.378,0.067,0.135,16.54,17.13
85.436295,21.928492,6275.03,158.16,4.139,0.435,-0.129,0.187,-42.29,22.86
85.39259,21.947102,5587.52,125.11,4.58,0.378,-0.027,0.167,17.63,12.44
84.60313,21.756865,6154.95,162.42,4.421,0.412,0.033,0.177,-13.64,18.47
84.550575,21.888948,4551.19,62.2,2.204,0.376,-0.2,0.091,3.95,9.38
84.5107,21.883892,4943.48,127.76,2.427,0.594,-0.38,0.198,25.67,12.27
84.38293,21.946198,5788.36,105.77,4.387,0.424,-0.253,0.146,-49.42,14.69
84.500015,21.844606,6788.87,207.65,4.272,0.306,-0.413,0.279,-26.33,27.34
84.35382,21.822065,5125.58,126.61,2.645,0.639,-0.368,0.197,21.37,13.98
84.61445,21.982143,6182.71,136.6,4.297,0.399,-0.4,0.185,62.35,19.46
84.354385,21.89106,4944.38,97.24,2.562,0.499,-0.108,0.146,25.72,10.62
84.458,21.697632,6405.89,133.96,4.263,0.373,-0.044,0.145,7.15,18.51
84.64163,21.933432,4599.47,61.25,2.829,0.351,0.059,0.085,34.34,9.3
84.38681,21.749296,5168.87,107.18,2.763,0.598,-0.315,0.162,-17.28,13.99
84.47565,21.819237,6217.71,183.82,4.273,0.385,-0.111,0.202,-29.71,17.06
84.33663,21.782454,6030.23,169.93,4.61,0.378,0.06,0.186,-24.19,12.81
84.76008,21.26189,5373.01,158.42,4.026,0.544,-0.253,0.21,21.44,12.99
84.82228,21.172928,4686.73,95.03,2.506,0.462,-0.239,0.137,53.06,10.4
84.94281,21.267923,5983.39,120.27,4.213,0.443,-0.137,0.147,33.99,16.09
84.86697,21.288414,4581.79,76.76,2.783,0.371,0.055,0.105,91.67,9.77
84.91041,21.184065,5037.09,135.91,2.701,0.613,-0.573,0.203,33.48,12.93
84.8042,21.38974,4224.2,51.38,4.658,0.18,0.054,0.135,12.85,8.67
84.757835,21.393337,4380.22,79.74,1.846,0.387,-0.428,0.147,2.22,9.85
84.85825,21.426126,6425.18,166.14,4.41,0.348,-0.478,0.241,12.28,24.52
84.57274,21.447664,4115.88,33.31,1.847,0.336,-0.514,0.085,31.64,8.27
84.653656,21.186901,6419.32,113.85,4.219,0.371,0.062,0.12,-46.66,17.28
84.79223,21.43362,4572.13,103.69,4.409,0.272,-0.552,0.157,-52.46,10.26
84.75643,21.182028,7400.94,145.83,4.116,0.291,-0.286,0.186,16.32,28.91
84.505264,21.486645,5334.08,143.11,3.198,0.537,-0.153,0.188,21.42,13.13
85.00089,21.188768,5074.33,111.21,3.429,0.507,-0.368,0.158,-60.84,12.04
84.82325,21.676619,6411.41,122.12,4.162,0.35,-0.456,0.165,15.8,22.04
84.805466,21.762964,6686.76,213.23,4.457,0.26,-0.324,0.25,27.86,16.74
84.6715,21.604877,5710.02,132.18,3.714,0.542,-0.402,0.18,-10.27,16.05
84.56064,21.651766,5136.88,126.16,3.648,0.481,-0.376,0.178,-53.25,11.64
84.65043,21.659842,5578.03,138.58,3.981,0.453,0.14,0.162,33.05,10.94
84.77119,21.708551,6751.25,170.97,4.295,0.314,-0.114,0.184,18.49,17.58
84.87804,21.754438,6354.18,127.57,4.275,0.372,0.057,0.132,6.95,15.79
84.883896,21.480013,4815.2,99.0,1.892,0.492,-0.691,0.161,28.26,11.51
86.31657,20.884516,4543.75,59.62,2.625,0.351,-0.184,0.084,-1.58,8.71
86.47935,21.011654,4897.09,91.88,3.193,0.403,0.096,0.122,46.97,9.34
86.451195,20.913687,7301.54,133.52,4.095,0.28,-0.076,0.156,15.39,22.02
86.65247,21.027136,5328.03,125.13,3.448,0.526,-0.267,0.172,49.02,14.37
86.68572,20.892721,6107.34,129.88,4.324,0.406,-0.256,0.166,27.67,17.82
86.57061,20.955048,6379.51,174.71,3.816,0.438,-0.165,0.198,9.9,21.19
86.73237,20.977377,4356.51,36.17,1.956,0.336,0.002,0.068,-4.49,9.05
86.41331,21.015676,6384.69,161.99,4.225,0.36,-0.4,0.201,12.47,18.53
85.95455,21.000526,4993.32,105.7,2.448,0.565,-0.327,0.167,26.83,11.4
86.25559,21.088968,5580.1,134.26,4.394,0.412,-0.035,0.173,26.52,12.27
86.29582,21.139479,6038.91,105.37,3.846,0.476,0.021,0.115,-11.94,18.24
86.13434,20.988083,6390.92,214.01,4.123,0.358,-0.555,0.285,8.09,22.63
86.02076,20.96329,4638.42,90.48,2.06,0.459,-0.44,0.142,-10.99,9.49
86.14164,21.150667,5439.57,131.99,3.929,0.474,-0.109,0.175,-10.37,12.85
86.2765,20.958614,4653.38,112.24,2.139,0.461,-0.4,0.162,55.81,8.86
86.16468,20.948126,5970.55,221.27,4.079,0.51,-0.052,0.249,27.11,17.32
86.19374,20.800117,5722.51,173.14,4.779,0.374,0.036,0.223,-27.33,13.3
86.18372,20.893702,4917.12,90.85,4.816,0.258,-0.193,0.133,-34.79,8.86
86.129616,20.77811,7656.8,251.97,4.085,0.353,-0.499,0.276,28.91,31.47
86.14145,20.943838,4588.26,77.85,3.144,0.289,0.344,0.099,30.66,8.26
86.98175,21.228516,5627.77,166.58,3.532,0.536,-0.092,0.196,24.49,17.96
87.16628,21.16633,5448.07,124.0,2.86,0.508,-0.288,0.163,-1.83,10.2
86.926926,21.096638,6046.25,138.61,4.154,0.445,-0.002,0.151,17.14,14.4
86.997856,20.985386,4906.29,170.85,2.548,0.644,-0.6,0.246,-29.59,13.42
86.83169,21.122515,7255.34,114.14,3.811,0.283,0.334,0.109,-11.03,17.01
87.093025,21.090816,5948.7,123.1,4.297,0.424,-0.218,0.156,32.1,14.82
86.79928,20.923483,5156.83,123.42,3.152,0.539,-0.042,0.165,31.13,12.67
86.854095,20.952568,7095.56,159.7,3.789,0.365,0.076,0.181,-16.4,17.47
86.93713,21.017208,6154.45,122.04,4.281,0.406,-0.036,0.136,10.98,15.26
87.02182,21.084705,6676.14,186.86,4.308,0.283,-0.546,0.253,-8.55,20.99
87.388885,20.897749,5731.3,135.09,3.478,0.551,-0.113,0.169,56.99,14.24
87.36785,20.976774,5223.76,162.25,3.346,0.446,-0.699,0.244,-8.49,14.21
87.410034,21.158892,6362.5,182.6,4.534,0.292,-0.608,0.254,3.12,18.04
87.35183,21.02954,5092.92,131.42,3.7,0.474,-0.278,0.18,-25.33,11.64
87.2632,21.027187,5247.44,93.04,4.672,0.299,-0.002,0.132,6.15,8.9
87.41241,21.081114,4527.81,72.78,2.23,0.334,-0.009,0.11,25.5,8.49
87.16116,21.012436,6277.96,168.61,4.322,0.364,-0.192,0.183,-0.49,14.13
87.21627,21.076015,5561.69,133.71,4.549,0.374,0.016,0.172,-11.36,10.68
87.2988,21.073917,4901.84,102.09,2.377,0.514,-0.298,0.16,8.53,10.34
87.25089,21.099203,5137.54,119.43,3.669,0.345,0.139,0.148,61.48,8.43
87.46614,21.07099,4426.13,68.77,4.41,0.194,-0.141,0.112,-18.55,8.44
86.544426,21.124699,4764.25,146.53,2.882,0.523,-0.572,0.198,59.76,11.6
86.57085,21.301186,4622.93,79.19,2.678,0.366,-0.08,0.108,18.47,8.33
86.4462,21.084225,6492.55,110.62,4.277,0.331,-0.011,0.12,-12.68,16.42
86.50332,21.064592,5118.88,164.64,2.559,0.682,-0.688,0.262,25.55,12.89
86.7917,21.266777,5792.81,137.4,4.282,0.421,0.036,0.158,-8.83,11.04
86.839455,21.174528,5197.75,126.36,4.484,0.356,-0.184,0.183,42.18,10.64
86.528564,21.223349,4703.2,97.71,2.464,0.455,-0.406,0.143,-41.67,8.38
86.73669,21.091692,5051.8,140.72,3.724,0.414,-0.141,0.188,90.9,9.95
86.58158,21.114273,5048.22,100.4,2.811,0.523,-0.12,0.148,21.97,10.62
87.665276,21.327885,6665.63,123.47,4.201,0.29,-0.221,0.148,-7.75,18.37
87.440765,21.244242,4760.08,85.52,2.5,0.413,-0.077,0.123,-18.76,8.2
87.61712,21.317995,5144.57,149.72,2.464,0.682,-0.656,0.246,27.61,13.57
87.459595,21.278076,4287.0,55.05,1.836,0.346,-0.425,0.105,43.89,8.53
87.60422,21.439274,4858.65,99.44,2.486,0.499,-0.315,0.148,-18.89,9.51
87.610695,21.24553,5906.75,113.2,3.844,0.476,-0.081,0.131,10.9,13.34
87.59092,21.196314,6585.14,140.47,4.274,0.307,-0.158,0.161,23.95,16.88
87.49218,21.404018,5102.5,121.23,3.278,0.46,-0.351,0.169,32.44,9.7
87.84132,21.39945,7357.44,333.91,4.261,0.343,0.117,0.344,-19.52,38.58
87.55013,21.46118,4838.18,109.6,2.263,0.501,-0.317,0.169,11.45,9.44
87.73053,21.435898,4990.22,137.01,2.724,0.579,-0.501,0.19,16.37,11.29
87.77572,21.365692,4842.13,96.33,2.851,0.453,-0.224,0.133,52.13,9.68
87.783356,21.439669,5768.64,121.78,3.443,0.513,0.234,0.131,16.25,13.33
87.69862,21.26929,6161.21,185.61,4.313,0.405,-0.012,0.191,-12.57,20.35
86.21806,20.744598,5683.85,112.66,4.695,0.34,0.115,0.139,14.71,9.83
86.38644,20.768744,6359.79,175.09,4.182,0.386,-0.296,0.216,63.2,18.59
86.46556,20.341076,4643.01,107.46,2.234,0.43,-0.187,0.153,44.12,8.69
86.23187,20.662899,7544.2,242.45,4.441,0.279,-0.251,0.239,3.39,24.86
86.30201,20.54272,7180.49,129.8,3.979,0.289,-0.006,0.152,10.73,23.62
86.40987,20.681261,5642.92,108.04,4.538,0.369,0.025,0.139,26.24,10.89
86.424965,20.735147,5921.96,143.36,4.516,0.394,-0.167,0.181,28.55,13.98
86.3555,20.706474,6690.74,172.33,4.218,0.326,0.061,0.204,9.03,29.15
86.45409,20.531345,5226.78,103.44,4.384,0.28,0.13,0.133,-29.7,8.15
86.22081,20.702814,4296.26,32.49,2.725,0.275,0.205,0.063,6.8,8.25
86.277756,20.58886,6112.9,162.28,4.382,0.403,-0.261,0.201,-17.81,17.32
86.15631,20.707884,4400.45,55.46,1.999,0.352,-0.247,0.089,21.85,8.19
86.48181,20.63365,4470.61,78.84,2.174,0.372,-0.215,0.119,81.29,8.47
86.24848,20.613056,5880.28,108.61,3.837,0.479,0.016,0.123,3.92,13.49
86.977715,21.492052,6144.26,102.09,4.352,0.329,-0.788,0.189,0.0,22.52
87.33286,21.337013,4556.73,77.89,4.749,0.21,-0.393,0.119,67.04,8.63
87.21777,21.527996,5970.67,145.21,4.164,0.453,0.136,0.151,-32.79,13.97
87.33419,21.250122,5446.92,157.04,3.645,0.554,-0.356,0.216,20.87,15.09
87.05173,21.466955,5792.7,103.84,3.173,0.559,-0.083,0.134,10.72,16.35
87.15546,21.45812,6039.89,152.76,4.375,0.405,-0.35,0.201,-46.11,16.47
87.21419,21.312777,5197.28,83.68,4.517,0.309,0.103,0.116,-38.73,8.89
87.11006,21.261145,6785.68,191.03,3.56,0.393,0.171,0.182,13.79,19.64
87.01931,21.43196,5694.82,105.88,4.25,0.452,-0.432,0.154,52.84,16.1
87.170364,21.302702,5386.95,119.75,2.778,0.68,-0.888,0.199,40.89,17.01
87.370346,21.475828,6449.85,157.34,4.202,0.371,-0.1,0.172,-0.25,17.79
87.241936,21.342651,6297.0,166.07,4.003,0.431,0.014,0.168,-20.74,14.49
86.830154,20.883411,5761.0,147.26,4.302,0.431,0.143,0.161,124.35,12.51
87.25614,20.79367,7324.9,349.58,4.34,0.321,0.101,0.28,19.82,22.72
86.94094,20.85971,4048.21,44.24,4.454,0.186,-0.033,0.111,-18.56,8.27
86.94396,20.742535,6879.05,161.48,4.187,0.296,-0.093,0.19,20.86,23.94
87.08392,20.853912,7203.57,139.67,4.046,0.273,-0.343,0.181,-6.66,23.46
86.915565,20.793036,5661.04,160.93,4.091,0.482,-0.073,0.196,19.05,13.38
86.837975,20.627365,5947.8,143.51,4.278,0.404,-0.239,0.178,8.02,15.46
87.198524,20.714958,4963.83,104.37,2.136,0.553,-0.382,0.168,4.34,11.47
87.00286,20.601341,5198.4,107.33,2.38,0.528,-0.042,0.15,25.3,12.14
86.85798,20.665298,5815.7,111.46,4.185,0.455,-0.024,0.136,29.66,14.51
87.04728,20.649885,4928.26,142.22,2.363,0.613,-0.656,0.214,-16.08,12.96
86.90585,20.604898,4719.84,102.13,2.808,0.435,-0.214,0.142,0.78,10.62
86.721275,20.661282,6621.28,128.2,4.108,0.329,0.092,0.135,0.01,21.89
86.51261,20.742914,5945.35,149.0,4.306,0.458,-0.387,0.196,-10.79,18.28
86.58508,20.484741,5856.74,167.55,4.527,0.388,0.25,0.157,3.53,11.49
86.843285,20.522133,4000.25,23.63,2.326,0.283,-0.132,0.071,59.32,8.22
86.675156,20.701607,5632.71,161.92,4.411,0.409,-0.053,0.207,-7.67,13.33
86.5232,20.637768,6512.12,185.68,4.4,0.39,-0.123,0.214,18.04,21.75
86.57803,20.37176,4974.72,128.37,2.479,0.638,-0.556,0.205,1.95,13.26
86.6285,20.700312,5099.21,86.55,4.744,0.298,-0.267,0.136,22.54,10.96
86.59785,20.441166,5385.15,141.97,4.505,0.393,-0.709,0.233,18.45,15.22
86.62224,20.395239,5599.1,135.72,4.588,0.389,0.072,0.167,-9.3,12.51
86.83705,20.654978,7098.17,120.13,1.898,0.319,0.452,0.1,-17.61,11.45
86.78461,20.76807,5103.47,83.74,4.832,0.266,0.072,0.121,-27.9,9.21
86.33752,21.997347,5757.21,125.52,3.944,0.509,-0.592,0.179,21.52,17.08
86.27624,21.883486,5775.94,158.34,3.022,0.567,-0.043,0.184,27.38,14.94
86.39197,22.134644,4835.0,94.84,3.227,0.438,-0.316,0.13,13.09,9.92
86.25735,21.9948,5109.26,116.3,2.831,0.504,-0.184,0.162,-32.55,9.34
86.22491,22.126774,7112.71,187.09,3.953,0.341,-0.011,0.244,37.7,35.54
86.33133,22.090885,6214.39,162.89,4.125,0.324,-0.992,0.272,-36.01,21.32
86.29285,21.832354,6683.26,135.05,4.22,0.317,-0.054,0.155,13.77,24.19
86.43141,21.803316,5212.86,108.7,4.431,0.379,-0.495,0.169,37.41,11.84
86.46089,22.097319,4297.22,45.2,2.736,0.26,-0.046,0.105,-31.64,8.46
86.443146,22.009865,5644.83,153.25,4.298,0.362,-0.425,0.213,8.6,12.58
86.2784,22.116611,4840.2,111.61,1.629,0.495,-0.65,0.2,-18.06,11.59
86.42143,21.890789,4874.58,96.53,2.484,0.509,-0.277,0.15,-35.8,10.72
86.21005,21.994883,5884.0,130.99,4.084,0.473,-0.111,0.157,5.43,15.34
86.37799,22.502571,4816.48,114.5,2.551,0.553,-0.503,0.166,10.61,11.98
86.35075,22.628895,5143.43,124.74,3.142,0.553,-0.481,0.178,-22.18,12.63
86.30402,22.669144,4839.35,66.04,2.443,0.441,-0.14,0.101,2.34,10.01
86.22494,22.434359,4548.44,48.79,2.055,0.35,-0.128,0.075,-24.91,8.99
86.626274,22.52906,4933.29,98.45,2.88,0.475,-0.178,0.139,16.48,10.23
86.27436,22.637997,5617.9,104.2,2.657,0.548,-0.296,0.152,-9.58,13.57
86.67935,22.630379,5385.98,104.57,3.727,0.42,0.378,0.12,-61.34,10.43
86.55468,22.4558,5583.05,146.63,3.274,0.577,-0.11,0.183,23.42,16.93
86.269295,22.43606,4998.38,140.61,3.275,0.56,-0.38,0.199,0.53,16.05
86.507675,22.662518,5145.4,106.73,2.99,0.623,-0.447,0.162,21.33,15.15
86.620155,22.603733,6365.98,114.9,4.214,0.358,-0.446,0.161,103.08,22.56
86.254845,22.558773,5259.11,104.48,4.53,0.333,0.021,0.145,-6.97,10.07
86.59062,22.123348,4876.13,114.51,2.942,0.487,-0.306,0.159,-44.15,10.97
86.82025,22.21426,4939.24,107.24,2.555,0.54,-0.243,0.161,8.91,11.65
86.97928,22.306528,4536.45,54.78,2.752,0.336,-0.03,0.081,57.63,9.14
86.79414,22.13511,5631.79,182.43,3.937,0.539,-0.184,0.228,35.56,15.88
86.95234,22.272387,7224.72,230.24,4.051,0.269,-0.518,0.34,19.52,32.65
86.78912,22.33924,6380.22,115.69,4.048,0.387,-0.189,0.139,4.41,20.73
86.80087,22.282887,4978.42,111.7,3.146,0.502,-0.122,0.153,2.65,12.11
86.85794,22.15915,5143.51,158.86,3.728,0.454,-0.1,0.211,-23.76,11.87
86.593636,22.219526,4655.98,73.01,2.184,0.417,-0.378,0.11,17.17,10.22
86.98574,22.122131,8163.26,128.08,3.984,0.384,-0.315,0.176,18.66,30.61
87.01102,22.204138,5736.03,170.24,4.051,0.529,-0.283,0.221,-17.46,15.86
86.70299,22.19928,6396.55,120.22,4.314,0.367,-0.064,0.141,24.78,22.05
86.89699,22.242739,4784.23,100.69,2.488,0.425,-0.061,0.14,-16.26,10.86
86.71018,22.393627,5696.87,67.38,4.09,0.372,-0.249,0.111,10.36,14.7
86.75906,22.457909,7089.18,109.87,4.151,0.285,-0.409,0.171,10.92,36.15
86.77261,22.394693,5397.09,125.43,4.04,0.415,0.198,0.154,-32.09,10.87
87.13034,22.39759,7008.58,139.64,4.122,0.272,-0.222,0.173,-31.16,22.7
86.79358,22.501184,4849.05,87.2,4.363,0.291,-0.096,0.125,-17.1,9.9
86.83675,22.517384,5166.76,94.0,2.539,0.49,0.095,0.139,17.8,11.41
86.81387,22.470856,6557.58,159.36,4.225,0.32,-0.334,0.204,30.1,23.52
86.85942,22.582016,4337.21,49.33,4.659,0.185,-0.326,0.094,1.86,9.01
87.04344,22.371372,4497.43,65.06,4.579,0.199,-0.117,0.098,46.52,9.81
87.141205,22.604647,7252.94,111.37,3.858,0.305,0.02,0.135,-3.15,24.34
86.24244,21.728653,4874.02,102.45,3.047,0.442,-0.149,0.139,-45.39,9.62
86.33232,21.74609,4928.61,182.55,3.347,0.616,-0.588,0.254,47.93,19.44
86.208405,21.531248,4897.79,116.36,3.307,0.474,-0.322,0.145,2.68,11.44
86.483894,21.726757,4638.89,82.41,2.912,0.384,0.0,0.111,45.35,9.98
86.477295,21.458645,4709.63,87.83,2.324,0.497,-0.441,0.135,8.15,11.59
86.381905,21.530962,5201.76,157.81,3.451,0.676,-0.768,0.225,45.41,18.56
86.36056,21.682299,5817.62,162.32,3.043,0.654,-0.234,0.211,38.1,23.43
86.52266,21.64376,5845.57,185.15,3.786,0.605,-0.562,0.264,-30.91,26.82
86.324104,21.415382,4521.45,66.74,3.042,0.338,-0.051,0.116,-29.88,8.34
86.44553,21.67122,4815.5,83.91,3.188,0.392,0.047,0.112,20.62,9.53
86.35896,21.654675,6626.3,139.52,4.033,0.349,-0.241,0.174,28.03,24.62
86.439,21.59892,5243.58,146.15,2.788,0.695,-0.326,0.234,2.25,15.39
86.27105,21.538256,5183.44,186.69,3.195,0.635,-0.332,0.273,22.0,13.83
86.609,21.67962,4875.24,105.28,4.406,0.266,0.349,0.134,-20.57,8.63
86.87131,22.00973,5155.33,79.27,4.686,0.31,-0.482,0.132,-1.5,11.51
86.72558,21.76171,5027.4,116.86,2.6,0.612,-0.398,0.183,19.24,12.67
86.51192,21.89782,5654.31,145.16,4.371,0.455,-0.156,0.19,-14.17,15.76
86.71585,22.02803,5182.16,124.88,3.456,0.575,-0.641,0.182,127.9,14.79
86.74701,21.834743,4709.55,81.44,2.292,0.46,-0.269,0.123,29.17,11.09
86.645195,21.940191,5942.82,170.95,3.743,0.593,-0.853,0.265,2.04,27.06
86.59844,21.96123,4936.71,125.09,3.068,0.492,-0.44,0.178,-4.51,11.49
86.80901,21.948372,5788.52,111.78,4.193,0.455,0.035,0.133,25.88,14.9
86.54643,21.954733,5971.56,111.07,4.253,0.446,-0.175,0.141,-23.13,18.21
85.938705,21.83964,4625.44,90.83,2.458,0.439,-0.186,0.129,37.05,11.6
85.914566,21.952276,4665.41,76.74,2.652,0.407,-0.043,0.108,62.11,9.67
85.92369,22.091118,4352.87,52.3,4.594,0.178,-0.188,0.095,-5.08,8.23
86.06745,21.944878,5110.83,138.5,2.518,0.617,-0.261,0.207,47.25,14.34
85.91345,22.009472,6263.88,159.39,4.174,0.363,-0.278,0.187,19.35,18.52
86.063644,22.094755,6127.91,132.27,3.824,0.463,-0.327,0.158,-4.85,18.43
86.01621,21.860273,4671.58,77.06,2.592,0.436,-0.319,0.108,-3.77,10.92
86.09104,21.974848,4382.34,42.6,4.409,0.185,0.045,0.08,36.78,8.65
85.93056,21.44527,4384.38,42.98,4.277,0.195,-0.049,0.071,-0.36,8.76
86.18731,21.49702,4860.98,112.33,3.112,0.446,-0.092,0.151,-56.7,10.93
85.876915,21.633694,4954.03,113.39,2.722,0.514,-0.172,0.162,-9.37,11.82
86.10207,21.40655,4807.17,119.78,2.707,0.467,-0.16,0.168,17.45,10.66
86.04965,21.357178,5240.98,90.73,4.371,0.334,0.23,0.12,17.39,10.34
86.21094,21.571737,7189.82,165.67,3.962,0.293,0.255,0.164,-9.68,19.52
85.99359,21.530914,4465.62,74.58,4.574,0.194,-0.047,0.113,27.41,8.37
86.19431,21.632147,4752.5,79.61,2.859,0.438,-0.256,0.113,-9.22,10.14
86.149765,21.456085,4647.52,105.17,1.985,0.503,-0.51,0.161,-2.54,11.21
85.91601,21.705395,4528.56,56.54,4.575,0.201,-0.038,0.083,8.79,8.54
86.17093,21.72249,5254.13,152.46,2.884,0.607,-0.454,0.22,0.21,13.66
86.32737,21.398726,6920.06,124.11,4.092,0.287,-0.224,0.162,3.94,25.83
86.00808,21.332918,4999.85,132.62,2.466,0.602,-0.352,0.194,23.19,13.9
86.17992,21.294971,4105.76,35.47,4.382,0.187,0.116,0.084,15.75,8.81
86.1145,21.35753,6207.45,165.65,4.022,0.46,-0.08,0.194,38.0,25.85
86.392586,21.40025,5408.67,202.44,3.873,0.531,0.009,0.254,14.44,15.96
85.934395,21.258488,5618.38,98.79,3.839,0.513,-0.096,0.129,54.79,16.41
86.407265,21.290247,6083.87,132.72,4.314,0.433,-0.196,0.167,3.34,21.76
86.16691,21.42497,5012.95,112.81,3.032,0.385,0.279,0.138,23.37,10.54
86.19552,21.37425,4888.49,110.07,3.101,0.452,-0.104,0.146,58.39,11.32
86.29451,21.335428,5692.08,118.61,4.186,0.445,0.24,0.134,64.16,14.09
85.92165,21.18014,5847.72,121.89,4.433,0.421,-0.093,0.154,-30.51,15.35
86.228546,22.26638,5941.83,171.94,4.641,0.374,0.206,0.177,-1.7,12.77
86.26228,22.34218,4975.22,113.69,1.811,0.573,-0.671,0.211,14.41,13.57
86.327034,22.21633,5566.21,120.72,3.952,0.475,-0.171,0.161,3.96,15.81
